"","calenderWeek","year","day","month","date","cases","deaths","A00-A04_Cases","A00-A04_Deaths","A05-A14_Cases","A05-A14_Deaths","A15-A34_Cases","A15-A34_Deaths","A35-A59_Cases","A35-A59_Deaths","A60-A79_Cases","A60-A79_Deaths","A80+_Cases","A80+_Deaths","unbekannt_Cases","unbekannt_Deaths","COM_FirstDose","COM_SecondDose","COM_DoseAdditional1","COM_Received","MOD_FirstDose","MOD_SecondDose","MOD_DoseAdditional1","MOD_Received","AZ_FirstDose","AZ_SecondDose","AZ_DoseAdditional1","AZ_Received","JANSS_FirstDose","JANSS_SecondDose","JANSS_DoseAdditional1","JANSS_Received","cummulative_COM_FirstDose","cummulative_COM_SecondDose","cummulative_COM_DoseAdditional1","cummulative_COM_Received","cummulative_MOD_FirstDose","cummulative_MOD_SecondDose","cummulative_MOD_DoseAdditional1","cummulative_MOD_Received","cummulative_AZ_FirstDose","cummulative_AZ_SecondDose","cummulative_AZ_DoseAdditional1","cummulative_AZ_Received","cummulative_JANSS_FirstDose","cummulative_JANSS_SecondDose","cummulative_JANSS_DoseAdditional1","cummulative_JANSS_Received","tests_done","testing_rate","positivity_rate","number_hosp","BanOnAllEvents","BanOnAllEventsPartial","ClosDaycare","ClosDaycarePartial","ClosPrim","ClosPrimPartial","ClosPubAny","ClosPubAnyPartial","ClosSec","ClosSecPartial","ClosureOfPublicTransportPartial","EntertainmentVenues","EntertainmentVenuesPartial","GymsSportsCentres","GymsSportsCentresPartial","HotelsOtherAccommodationPartial","IndoorOver100","IndoorOver1000","IndoorOver50","IndoorOver500","MasksMandatoryAllSpacesPartial","MasksMandatoryClosedSpaces","MasksMandatoryClosedSpacesPartial","MasksVoluntaryAllSpaces","MassGather50","MassGather50Partial","MassGatherAll","MassGatherAllPartial","NonEssentialShops","NonEssentialShopsPartial","OutdoorOver100","OutdoorOver500","PlaceOfWorshipPartial","PrivateGatheringRestrictions","PrivateGatheringRestrictionsPartial","QuarantineForInternationalTravellers","QuarantineForInternationalTravellersPartial","RestaurantsCafes","RestaurantsCafesPartial","SocialCirclePartial","StayHomeGen","StayHomeGenPartial","StayHomeOrderPartial","Teleworking","TeleworkingPartial","number_sequenced","percent_cases_sequenced","AT.1_number_detections_variant","AT.1_percent_variant","AY.4.2_number_detections_variant","AY.4.2_percent_variant","B.1.1.529_number_detections_variant","B.1.1.529_percent_variant","B.1.1.7_number_detections_variant","B.1.1.7_percent_variant","B.1.1.7+E484K_number_detections_variant","B.1.1.7+E484K_percent_variant","B.1.351_number_detections_variant","B.1.351_percent_variant","B.1.427/B.1.429_number_detections_variant","B.1.427/B.1.429_percent_variant","B.1.525_number_detections_variant","B.1.525_percent_variant","B.1.526_number_detections_variant","B.1.526_percent_variant","B.1.616_number_detections_variant","B.1.616_percent_variant","B.1.617_number_detections_variant","B.1.617_percent_variant","B.1.617.1_number_detections_variant","B.1.617.1_percent_variant","B.1.617.2_number_detections_variant","B.1.617.2_percent_variant","B.1.617.3_number_detections_variant","B.1.617.3_percent_variant","B.1.620_number_detections_variant","B.1.620_percent_variant","B.1.621_number_detections_variant","B.1.621_percent_variant","B.1.640_number_detections_variant","B.1.640_percent_variant","C.1.2_number_detections_variant","C.1.2_percent_variant","C.37_number_detections_variant","C.37_percent_variant","P.1_number_detections_variant","P.1_percent_variant","P.3_number_detections_variant","P.3_percent_variant","UNK_number_detections_variant","UNK_percent_variant","Other_number_detections_variant","Other_percent_variant"
"162","22","2021","03","06",2021-06-03,2937,19,162,0,500,0,969,0,934,2,288,11,83,6,1,0,1390570,2238329,143,3888942,178955,284813,0,561180,206194,235138,0,384280,411778,0,2,714340,25436497,14823594,252,42816627,3075208,1360883,27,3112280,8698575,941139,33,7825350,865789,0,3,1698175,883832,1062.7232811936,2.34003747318495,2029,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3133,0.151484382554879,0,0,0,0,0,0,4603,1.46919885094159,111,0.035429300989467,37,0.011809766996489,0,0,32,0.010213852537504,2,0.000638365783593999,0,0,0,0,0,0,484,0.154484519629748,0,0,3,0.000957548675390999,3,0.000957548675390999,0,0,0,0,21,0.00670284072773699,64,0.020427705075008,0,0,6,0.001915097350782,111,0.035429300989467
"163","22","2021","04","06",2021-06-04,2273,14,122,0,337,0,763,0,760,0,224,5,66,9,1,0,1390570,2238329,143,3888942,178955,284813,0,561180,206194,235138,0,384280,411778,0,2,714340,25436497,14823594,252,42816627,3075208,1360883,27,3112280,8698575,941139,33,7825350,865789,0,3,1698175,883832,1062.7232811936,2.34003747318495,1962,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3133,0.151484382554879,0,0,0,0,0,0,4603,1.46919885094159,111,0.035429300989467,37,0.011809766996489,0,0,32,0.010213852537504,2,0.000638365783593999,0,0,0,0,0,0,484,0.154484519629748,0,0,3,0.000957548675390999,3,0.000957548675390999,0,0,0,0,21,0.00670284072773699,64,0.020427705075008,0,0,6,0.001915097350782,111,0.035429300989467
"164","22","2021","05","06",2021-06-05,2307,16,116,0,299,0,765,0,846,2,224,7,57,7,0,0,1390570,2238329,143,3888942,178955,284813,0,561180,206194,235138,0,384280,411778,0,2,714340,25436497,14823594,252,42816627,3075208,1360883,27,3112280,8698575,941139,33,7825350,865789,0,3,1698175,883832,1062.7232811936,2.34003747318495,1889,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3133,0.151484382554879,0,0,0,0,0,0,4603,1.46919885094159,111,0.035429300989467,37,0.011809766996489,0,0,32,0.010213852537504,2,0.000638365783593999,0,0,0,0,0,0,484,0.154484519629748,0,0,3,0.000957548675390999,3,0.000957548675390999,0,0,0,0,21,0.00670284072773699,64,0.020427705075008,0,0,6,0.001915097350782,111,0.035429300989467
"165","22","2021","06","06",2021-06-06,1127,10,47,0,133,0,373,0,415,4,124,0,34,6,1,0,1390570,2238329,143,3888942,178955,284813,0,561180,206194,235138,0,384280,411778,0,2,714340,25436497,14823594,252,42816627,3075208,1360883,27,3112280,8698575,941139,33,7825350,865789,0,3,1698175,883832,1062.7232811936,2.34003747318495,1846,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3133,0.151484382554879,0,0,0,0,0,0,4603,1.46919885094159,111,0.035429300989467,37,0.011809766996489,0,0,32,0.010213852537504,2,0.000638365783593999,0,0,0,0,0,0,484,0.154484519629748,0,0,3,0.000957548675390999,3,0.000957548675390999,0,0,0,0,21,0.00670284072773699,64,0.020427705075008,0,0,6,0.001915097350782,111,0.035429300989467
"166","23","2021","07","06",2021-06-07,1711,12,57,0,325,0,556,0,560,0,160,5,53,7,0,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1789,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"167","23","2021","08","06",2021-06-08,3529,12,120,0,630,0,1134,0,1248,2,326,5,70,5,1,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1693,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"168","23","2021","09","06",2021-06-09,2864,10,120,0,470,0,994,0,973,2,245,4,60,4,2,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1591,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"169","23","2021","10","06",2021-06-10,2271,10,118,0,411,0,773,0,726,3,192,2,50,5,1,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1499,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"170","23","2021","11","06",2021-06-11,1842,11,89,0,314,0,664,0,577,3,152,2,46,6,0,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1413,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"171","23","2021","12","06",2021-06-12,1306,4,83,0,225,0,438,0,422,1,116,1,22,2,0,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1336,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"172","23","2021","13","06",2021-06-13,514,7,27,0,93,0,168,0,163,2,54,4,9,1,0,0,1610917,3060725,19,5017182,178283,384946,0,13200,170466,223525,1,1020830,453446,0,3,520265,27047414,17884319,271,47833809,3253491,1745829,27,3125480,8869041,1164664,34,8846180,1319235,0,6,2218440,835367,1004.44876315958,1.68021959210742,1329,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2266,0.161442006269592,0,0,0,0,0,0,2851,1.25816416593116,100,0.0441306266548985,18,0.00794351279788173,1,0.000441306266548985,34,0.0150044130626655,0,0,0,0,0,0,3,0.00132391879964696,753,0.332303618711386,0,0,3,0.00132391879964696,1,0.000441306266548985,0,0,0,0,4,0.00176522506619594,75,0.0330979699911739,0,0,17,0.00750220653133275,114,0.0503089143865843
"173","24","2021","14","06",2021-06-14,933,14,43,0,167,0,351,0,277,3,65,2,30,9,0,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,1273,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"174","24","2021","15","06",2021-06-15,1702,10,87,0,279,0,583,0,578,3,134,3,40,4,1,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,1202,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"175","24","2021","16","06",2021-06-16,1445,9,75,0,246,0,486,0,466,1,141,6,31,2,0,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,1130,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"176","24","2021","17","06",2021-06-17,1152,7,54,0,203,0,412,0,351,1,107,4,24,2,1,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,1065,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"177","24","2021","18","06",2021-06-18,1027,4,55,1,176,0,364,0,344,0,75,2,13,1,0,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,1006,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"178","24","2021","19","06",2021-06-19,740,0,45,0,128,0,255,0,244,0,53,0,15,0,0,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,961,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"179","24","2021","20","06",2021-06-20,274,2,22,0,35,0,107,0,92,0,14,1,4,1,0,0,1678389,2737876,36,4619388,182874,481946,0,537600,116931,403721,1,1137300,361894,0,0,235670,28725803,20622195,307,52453197,3436365,2227775,27,3663080,8985972,1568385,35,9983480,1681129,0,6,2454110,730722,878.62317893033,0.995316960485657,927,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1519,0.208854667949952,0,0,0,0,0,0,1277,0.840684660961159,20,0.0131665569453588,25,0.0164581961816985,0,0,18,0.0118499012508229,1,0.000658327847267939,0,0,0,0,1,0.000658327847267939,1073,0.706385780118499,0,0,0,0,2,0.00131665569453588,0,0,0,0,2,0.00131665569453588,58,0.0381830151415405,1,0.000658327847267939,17,0.011191573403555,61,0.0401579986833443
"180","25","2021","21","06",2021-06-21,601,5,30,0,119,0,193,0,200,0,49,4,10,1,0,0,1891682,2387228,23,5287158,193454,387948,4,1203600,102676,551176,0,929360,204176,0,0,420000,30617485,23009423,330,57740355,3629819,2615723,31,4866680,9088648,2119561,35,10912840,1885305,0,6,2874110,714477,859.090123210475,0.67503922449568,885,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1112,0.230561890939249,0,0,0,0,0,0,643,0.578237410071943,16,0.0143884892086331,9,0.00809352517985612,0,0,9,0.00809352517985612,2,0.00179856115107914,0,0,0,0,0,0,1104,0.992805755395683,0,0,10,0.00899280575539568,0,0,0,0,0,0,0,0,35,0.0314748201438849,0,0,10,0.00899280575539568,39,0.0350719424460432
"181","25","2021","22","06",2021-06-22,1057,9,46,0,174,0,359,0,363,1,92,4,23,4,0,0,1891682,2387228,23,5287158,193454,387948,4,1203600,102676,551176,0,929360,204176,0,0,420000,30617485,23009423,330,57740355,3629819,2615723,31,4866680,9088648,2119561,35,10912840,1885305,0,6,2874110,714477,859.090123210475,0.67503922449568,845,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1112,0.230561890939249,0,0,0,0,0,0,643,0.578237410071943,16,0.0143884892086331,9,0.00809352517985612,0,0,9,0.00809352517985612,2,0.00179856115107914,0,0,0,0,0,0,1104,0.992805755395683,0,0,10,0.00899280575539568,0,0,0,0,0,0,0,0,35,0.0314748201438849,0,0,10,0.00899280575539568,39,0.0350719424460432
